id,중앙관서,회계연도,사업연도,사업명,기관명,대표자명,전화번호,소재지,총사업비,국고보조금,지자체부담금,자기부담금,교부신청액,국고보조금,지자체부담금,신청교부,직권교부,사업목적,사업내용,사업기간,사업장소,대상자수,보조금 이외의 경비부담내용,수익금액의 처리방법,신청자의 자산/부채,기대효과,성과목표,고려사항
314,고용노동부,2023,2023,2023년 제3차 사회적경제기업 사업개발비 지원사업,드림하이사회적협동조합,정화자,337300995,강원특별자치도 원주시 상지대길,"33,210,000","20,922,300","8,966,700","3,321,000","교부신청액: 29,889,000","20,922,300","8,966,700","29,889,000",0,"드림하이사회적협동조합의 설립 취지의 목적은 발달장애인의 기능향상과 발달장애 부모들의 양육효능감 향
상을 꾀하는 것이다. 기관의 취지에 맞춰 사업개발비를 지원받아 신규 프로그램을 개발·운영하여 매출을
증대하고 조합의 사업을 확장하여 근로자의 복지증진과 지역사회에 기여하도록 한다.","(1)‘ABA 행동발달연구소’행동개선 실습교육 프로그램
지역 내 종사자와 잠재고객에게 ABA프로그램 소개·홍보·샘플수업 후 현 기관에서 운영할 ABA프로그램 소개
· 교육일정 : 2023년 10월~12월
· 교육대상 : 발달장애 자녀를 둔 부모님
· 교육진행: 한국ABA행동발달연구소 부소장 장현숙, 구본경
· 세부 교육일정 : 대그룹(4회기) / 소그룹 (4회기_2그룹) / 개별가족컨설팅
· 세부교육내용
대그룹
- 이론과 사례위주로 진행
- 자녀의 장애 이해, 문제행동 이해하기
- 문제행동 원인 파악과 대처 방안 찾기
- 적절한 행동 배우기 : 지시 따르기
소그룹
- 참여자의 개별 사례 지원과 적용 연습 과정 포함
- 매 회기 이론 강의와 과제 부여, 질문과 대답, 실습 등의 적극적인 참여 프로그램
- 회기 내에 평가 및 상호작용 동영상 보며 피드백
- 양육스트레스 관리
- 개선할 목표행동 정하기
- 자녀의 문제행동 기능파악 실습
- 지시따르기 실습
- 학습원리 : 연합, ABC행동원리
- 문제행동에 따른 응급 대처방안
- 문제행동 예방법: 환경개선을 통한 문제행동 감소
- 적절한 행동 증가 방안
- 사례를 통해 배우기 : 사례 소개 및 분석
개별가족컨설팅
- 지원 대상 자녀와 부모님, 가족이 참여
- 개별적인 접근이 필요한 문제에 대해 효과적으로 중재.
- 자녀에게 직접 적용후 피드백을 통해 양육자와 자녀의 행동 효과적으로 개선
- 아버지, 형제, 조부모 등을 대상으로 자녀의 행동에 대한 이해·대처방안 교육

(2) 잠재고객 확보
① 시제품 행사에 참여한 고객을 기관내 프로그램으로 연계한다.
② 2024년 4월 ABA프로그램 개설
- 직접중재, 간접중재, 보호자 집단교육, 사례분석 등 다양한 형태의 서비스 제공",2023.10.01. ~ 2023.12.31.,강원특별자치도 원주시,50명~60명,"보조금 이외 자부담금 3,321,000원","수익금(교육참가비) 처리방법 - 교재구매 (ABA교육 교재)
: 20,000원×90권 = 1,800,000원","자산액 14,907,127 부채액 1,658,005","1. 원주시 지역사회 기여
- 현재 원주시에 개설된 원주 세브란스 기독병원 행동발달증진센터 외에 ABA프로그램을 운영하는 첫 기관으로 원주시와 인근 지역사회에
거주하는 예비고객의 수요와 공급의 균형을 맞출 수 있다.
- 원주시와 인근 지역사회에 거주하는 취약계층이 주요 고객인 부분을 감안할 때, 서비스 이용 시간과 경비절감을 통한 삶의 질 향상

2. 드림하이 사회적협동조합의 목적 실현
- 재활 서비스 사업 확장
- 기존의 드림하이사회적 협동조합에서 근무하는 재활 전문가의 역량 강화
- 사업 활성화를 위한 인력 확보방안으로 파트타임에서 정규직 전환으로 안정적 소득증대와 복리증진을 기대할 수 있다.","해당 사업을 통해 2023년 대비 20024년
- 근로자 수 향상(4명->6명), 연간 치료실 이용실적(2000건->3000건)증가,매출 증대(120,000,000->141,600,000)",
315,고용노동부,2023,2023,2023년 제1차 사회적경제기업 사업개발비 지원사업,사회적협동조합 틔움연구소,용정순,7088078155,강원특별자치도 원주시 상지대길,"27,780,000","17,500,000","7,500,000","2,780,000","교부신청액: 25,000,000","17,500,000","7,500,000","25,000,000",0,#NAME?,#NAME?,2023.04.01. ~ 2023.12.31.,원주시,,조합 운영비로 부담,수익금은 남기지 않음.,"자산 12,000,000원 / 부채 없음",시민 스스로 자신의 문제를 드러내고 해결방안을 모색하며 실천하는 경험을 통해 시민의 자치 능력이 향상되고 지역사회 문제 해결에 기여,,
316,고용노동부,2023,2023,사회적기업 사업개발비 지원 사업,(주)에스케이케이스포츠센터,이승훈,,충청북도 청주시 서원구 남이면 가마길,"29,200,000","18,340,000","7,860,000","3,000,000","교부신청액: 26,200,000","18,340,000","7,860,000","26,200,000",0,(주)에스케이케이스포츠 센터의 홍보 및 유니폼 디자인 제작으로 원생의 증가,"1. 유니폼 디자인 제작
1) 필요성
축구교실에서 가장 필요한 유니폼 디자인 제작의 필요성을 느낌
유니폼을 자체제작하여 판매의 필요성을 느낌

2) 추진내용
축구교실 유니폼 디자인제작 및 유니폼 재질연구

3) 추진체계 및 추진전략
자체제작 업체를 선정하여 유니폼 재질을 직접 연구하여 재질을 선택하고
자체적으로 디자인을 만들어서 유니폼 제작.

2. SNS홍보

1) 필요성
축구교실 원생 모집을 위해 SNS홍보의 필요성을 느낌


2) 추진내용
SNS인스타그램을 통한 전문 업체에서 홍보를 진행


3) 추진체계 및 추진전략
SNS인스타그램 홍보 전문업체와 계약하여 아이들 수업영상과 사진등으로 홍보를 진행 할 예정.",2023.05.01. ~ 2023.12.31.,전국,,"자부담금 3,000,000원",업체 계좌이체,자산 7000만원 부채X,"유니폼 디자인제작:
유니폼을 제작함으로써 전문일러스트를 이용하는 전문인력을 고용함으로써
일자리 창출이되고 유니폼을 직접 재질부터 만듬으로써 브랜드로써의 효과를 기대함

SNS홍보를 통해 원생이 새로 유입될 것을 기대함.",,
317,고용노동부,2023,2023,2023년도 사회적경제기업 사업개발비 지원사업,오롯플래닛,최인혜,,서울특별시 성북구 안암로,"25,400,000","14,000,000","6,000,000","5,400,000","교부신청액: 20,000,000","14,000,000","6,000,000","20,000,000",0,장애인의 공연 동시관람이 보장되지 않는 문제해결을 위해 폐쇄형 배리어프리 자막 APP을 탑재한 휴대용 디바이스 개발과 공연 종사자의 공연 오퍼레이팅 전문 인력을 양성한다. 공연장 및 제작사에 폐쇄형 배리어프리 자막 시스템 APP이 탑재된 휴대용 디바이스의 대여 서비스를 제공하고 당사가 양성한 공연 오퍼레이팅 전문 인력을 제공한다.,"? 폐쇄형 배리어프리 자막 시스템 APP 개발
- 장애인 동시관람 서비스 필요성 인식 부재 및 비용 부담으로 인해 일부 서비스만 제공되는 문제가 있다. 공연 환경에 적합한 폐쇄형 배리어프리 자막 시스템 APP 개발이 필요하다.

? 휴대용 디바이스 개발 및 개선
- 공연장 환경에 맞는 디바이스와 서비스가 부재하여 지속적인 서비스 제공이 불가하다. 이를 개선하기 위해 기존에 존재하는 휴대용 디바이스의 개선 및 연구 개발이 필요하다. 이를 해결하고자 공연장 내 설치 용이한 기기 및 빛반사 최소화 가능한 휴대용 디바이스를 연구 개발한다.

? 공연 오퍼레이팅 전문 인력 양성 과정 운영 및 배리어프리 공연 기획
- 현 공연 종사자의 불안정한 고용 형태를 개선하기 위해 배리어프리 공연 오퍼레이팅 전문 인력 양성 과정을 개설하고 운영한다. 공연 종사자의 안정적인 수입원 유지를 위해 공연을 기획하고 운영한다.

2) 추진내용
? 폐쇄형 공연 자막 배리어프리 자막 시스템 APP 개발
- 배리어프리 자막 시스템 APP 개발을 통한 장애인 관람객 사용성 개선
- 장애인 접근성을 고려한 세부 기능 개발(자막 크기, 색상 대비 기능 등)

? 휴대용 디바이스 개발 및 개선
- 장애인 대상 휴대용 디바이스 사용 서베이/리서치 진행
- 기존 폐쇄형 휴대용 디바이스 개선 연구 및 개발(빛반사 최소회)

? 공연 오퍼레이팅 전문 인력 양성 과정 운영 및 배리어프리 공연 기획
- 공연 종사자 오퍼레이팅 전문 인력 양성 과정 콘텐츠 기획 설계
- 공연 오퍼레이팅 전문 인력 양성 과정 운영
- 배리어프리 공연 기획 및 배리어프리 서비스 적용",2023.05.03. ~ 2023.12.31.,전국,,"- 사업 전문 인력 인건비 (8개월)
- 기타 제반 비용",#NAME?,"전년도 매출액 56,768천원","? 장애인 문화향유권 확장
- 공연 제작사 서비스 구축 비용 30% 절감
- 장애인 관객 수 기존 대비 15%이상 증가
- 장애인 관객 공연 관람 만족도 증가

? 공연 내 배리어프리 문화 조성
- 장애인 관객 공연 관람 만족도 증가
- 장애인 관객 매출액 상승

? 공연 종사자 고용 안정 효과 및 고용률 상승
- 공연 종사자 전문 오퍼레이터 고용",,
318,고용노동부,2023,2023,킴스에듀 홍보 및 교재개발사업,주식회사킴스에듀,김미란,,,"23,980,000","15,108,000","6,474,000","2,398,000","교부신청액: 21,582,000","15,108,000","6,474,000","21,582,000",0,"◈ 사업 목적 및 개요
- 주식회사 킴스에듀는 유아 및 청소년에게 교육서비스 제공하고, 유아·청소년 및 학부모의 지문 검사를 통한 진로상담 프로그램을 통해 주요 매출을 확보하고 있다.
- 주로 발생한 수익은 저소득자, 고령자, 경력단절여성 등 취약계층 일자리창출과 안정적인 고용을 위해 사용되며, 교육프로그램을 개발하고, 서비스하며, 교재 개발 및 공급을 통한 판로개척을 통해 지역사회의 취약계층에게 질 높은 교육프로그램을 사회서비스 제공하는 것을 목적으로 사업을 운영하고 있다.

1) CI·BI 및 속독 프로그램 네이밍 제작.
- 주식회사 킴스에듀의 교육 철학이 함축되어져 있는 CI 개발을 통해 고객층에게 효과적으로 홍보하고, 킴스에듀의 교육프로그램 중 속독 트레이닝 시스템을 브랜드화하여, 시중에 있는 속독 프로그램과 차별화를 강조하는 BI와 네이밍을 마련한다.
2) 브로슈어 등 홍보책자 제작.
- 개발된 CI·BI를 활용하여, 교육 이념과 프로그램을 효과적으로 표현할 수 있도록 제작하여, 부산 지역 내 교육 시장의 잠재 고객에게 홍보하여, 매출을 증대한다.
3) 킴스에듀 고유의 속독 교재 개발.
- 시중에 판매되고, 활용되고 있는 속독 교재의 단점을 보완하고, 킴스에듀의 속독 교육시스템의 순서에 따른 교재의 편찬과 제작으로, 교육 현장에서는 서비스의 질 향상을 도모한다.
- 추후 교재의 공급과 판매를 통해 기존 매출 확보 수단이었던, 교육서비스와 상담서비스 이외의 새로운 판로개척으로 매출 상승과 수익 증대를 꾀한다.
- 속독 브랜드의 개발로 향후 목표하고 있는 속독 교육 프랜차이즈 사업의 기반을 마련한다.
- 2023년 사업개발비 지원을 통해 주식회사 킴스에듀를 효과적으로 표현할 CI와 속독 트레이닝 시스템의 브랜딩을 위한 BI·네이밍 개발을 바탕으로, 브로슈어 책자를 제작하여, 긍정적인 기업 이미지와 프리미엄 교육 프로그램 홍보로 고객층을 추가로 확보하고, 시중에 있는 속독 교재와 차별성을 갖춘 킴스 에듀만의 속독 교재를 개발한다.","1] 필요성
1) CI·BI 및 속독 프로그램 네이밍 제작.
“2014년부터 스타트업 실패 보고서를 수집하고 있는 CB Insgints가 101개 보고서를 분석하여 상위 20개를 발표하였음.”
- 8번째 실패하는 사유는 형편없는 마케팅이며, 특히 제품이나 서비스의 품질은 좋지만, 제품 및 서비스 홍보를 좋아하지 않는 사업에서 발생하며, 홍보 마케팅 전략의 부재는 사업 실패로 이어진다.
- 킴스에듀가 현재 보유하고 있는 현판이며, CI의 부재는 프랜차이즈 교육기관보다 전문성이 뒤쳐져 보이는 듯한 효과를 가지고 있다.
- 아래와 같은 교육기업의 CI를 벤치마킹하여, 교육기업 이미지를 정형화한다.
2) 브로슈어 등 홍보책자 제작.
- 현재 홍보하고 있는 A4용지의 접지를 하지 않은 전단지는 값싸고, 얇은 종이로 제작하여, 많은 양을 짧은 기간에 배포하는 용도로 활용하였다.
- 소모되는 양에 비례하여, 홍보효과는 미비한 편이었다.
- 양질의 코팅된 종이를 사용하여, 킴스에듀가 가지고 있는 교육 철학 및 프로그램 상세 설명을 수록하고, 긍정적인 회사 이미지를 홍보하여, 홍보 효과를 증대한다.
3) 킴스에듀 고유의 속독 교재 개발.
“학습은 기억과 반복이다. 독서를 통해 문해력을 기르고 정독을 가속화시켜 속독으로 이어질 수 있는 프로그램이 속독프로그램이다.”
(1)속독 트레이닝 시스템.
- 사전검토 ? 목표설정 ? 독서 ? 독후활동의 순서로 시스템 독서를 진행하여, 우뇌와 좌뇌를 모두 활용하는 속독 프로그램을 트레이닝하여, 좌뇌·우뇌를 균형적으로 발달시켜 창의적이고 독창적인 문제해결 능력을 배양하는 프로그램.
- 킴스에듀의 속독시스템은 책을 읽고 책의 내용을 정확하게 기억하는 것을 우선적으로 교육하나, 시중에 있는 속독 프로그램은 책을 빠르게 읽는 것에 포커스가 맞추어져 있어, 교육 방향점이 맞지 않다.
(2)독서기록장(독서의 생활화)

교재 구성 가안
- 속독 브랜드를 위한 BI·네이밍를 본 교재에 삽입하여, 교육 교재 개발회사의 첫 교재로 기반을 다지며, 학습 전반에 꼭 필요한 훈련인 기억훈련을 기반으로 정독 후 속독으로 이어질 수 있는 교육 시스템이 함유된 교재로 개발한다.

2] 추진내용
- CI·BI 및 속독 브랜드 네이밍 개발을 바탕으로 한 브로슈어 등 홍보물 제작으로 직접적인 홍보를 진행하여, 부산 지역 내 잠재 고객층에게 긍정적인 기업이미지 홍보와 프리미엄 교육 프로그램 홍보로 매출을 증대한다.
- 시중에 있는 책을 빨리 읽는 교육법과 차별성을 갖춘 킴스에듀만의 정독법과 기억훈련을 중심으로 된 속독 교재를 개발하여, 속독 브랜드 경쟁력을 확보한다.
- 플래쉬 카드를 활용한 교육법으로 프로그램 몰입도를 향상시켜, 학습능력 향상을 도모한다.

3] 추진체계 및 추진전략
1) 추진체계
- CI·BI 및 네이밍 제작을 위한 사내 1차 회의(아이디어) 진행.
- 디자인 회사 미팅 진행 -> 제작 가능 유무 확인 후 계약 진행.
- 제작안 확인 및 사내 2차 회의(제작물 수정 보완 사항 확인) 진행.
- 수정 보완된 CI·BI 및 네이밍으로 브로슈어 제작 진행.
- 킴스에듀 속독 교재 개발을 위한 사내 3차 회의(아이디어) 진행.
- 교재 개발 회사 미팅 진행 -> 제작 가능 유무 확인 후 계약 진행.
- 제작안 확인 및 사내 4차 회의(시제품 수정 보완 사항 확인) 진행.
- CI·BI 및 네이밍으로 속독 교재 제작 진행.
- 제작된 브로슈어 및 속독 교재 검수 후 배포 및 교육 현장에 활용.
2) 추진전략
- 긍정적인 회사 이미지 노출과 브랜드 네이밍 홍보를 통한 고객층 확보.
- 획기적인 교육법 개발 및 교재 제작을 통한 서비스 질 제고.
- 질 높은 교육서비스 제공을 통한 고객 만족도 향상.
- 정독법과 기억훈련을 바탕으로 한 교재 제작을 통한 교재 공급·판매로 새로운 수익 확보 루트 확보.",2023.06.01. ~ 2023.12.31.,부산광역시 동래구,해당 없음.,"전체 사업비의 90% 보조금, 10% 자부담
부가세 10%는 사업비 외 자부담금으로 진행",해당 없음.,"자산 : 29,618,807 부채 : 13,849,629",#NAME?,"- 2023년 내 매출액 2억3천8백만원 이상 달성.
- 2023년 당기 순이익 1천만원 이상 달성 및 22년 성과급의 300%이상 지급.
- 2022년 대비 2023년 말 고용근로자 수 9명 증가.
- 2023년 취약계층 고용비율 40% 목표 달성.
- CI·BI 및 홍보물 배포를 통한 부산지역 내 인지도 10% 이상 상승.
- 2024년 교재 판매 매출 3천만원 이상 달성.
- 교재 활용을 통한 고객만족도 조사 90점 이상 확보.
- 사회서비스 제공시 개발된 교재 활용을 통한 질 높은 교육서비스 제공.
- 사회서비스 제공처 2023년 내 1곳 이상 추가 협약 진행.",
319,고용노동부,2023,2023,식품 부산물을 활용한 화장품 개발,(주)자연에버리다,이현태,,,"54,569,000","26,600,000","11,400,000","16,569,000","교부신청액: 38,000,000","26,600,000","11,400,000","38,000,000",0,"* 신규 분야(화장품) 시장 진출을 위한 기업 및 제품 광고 활동 필요
- 신청기업은 커피박 재자원화를 통해 환경 교육에 활용되는 ‘교육용 키트’를 제작하였고 커피박을 단순 새활용 소재화에 그치지 않고 고부가가치 소재화로 확대하고자 탈모 개선 효능이 있는 고체형 샴푸 제품인 ‘샴푸바’를 제작하였음
- 신청기업은 기존 환경 시장과 교육 시장에서 신규 분야인 화장품 시장에 진출함에 있어 시장 점유율 확대에 한계가 있었음
· 소비자의 샴푸바에 대한 정보 부족과 국내 탈모방지 샴푸 시장은 현재까지도 특정 제품이 과점하고 있는 상황
- 샴푸바는 환경 오염의 문제가 되는 플라스틱 제품을 대체할 수 있고 액상형보다 유효성분이 더 농축되어 있으며 운반이 편하다는 장점이 있어 제품 어필이 필요함
· 설문조사에 따르면 샴푸바 구매의 가장 큰 이유가 제로웨이스트 패키지였으며 순한 사용감과 기존 플라스틱 샴푸의 인공적인 느낌의 액체에서 못느끼던 천연비누의 순한 사용감을 소비자들은 만족해하고 있음
- 나아가 신청기업의 친환경적 기업이미지와 사회적기업으로서의 위치, 그리고 지금까지 펼쳐온 환경 캠페인 등의 스토리를 결합하여 제품의 이미지를 잡는 것이 중요하며 이러한 내용을 바탕으로 소비자들의 관심과 신뢰를 얻을수 있는 제품 브랜드 작업과 광고 활동이 필요함

* 탈모 시장에 새로운 소재로 제시
- 탈모 인구의 증가로 국내 탈모 시장이 빠르게 팽창하고 있으며, 탈모 관련 산업이 성장기에 진입하고 있음. 세계 헤어케어 관련 화장품 시장은 중국의 탈모 관련 미용산업 시장규모가 매우 크며, 국내 기업들도 중국 탈모 시장에 선진출하기 위해 제품개발 및 마케팅을 강화하고 있음. 이러한 시장 동향과 더불어 국내에서는 새로운 소재 개발과 함께 안전하고 기능성이 뛰어난 탈모 방지 화장품의 요구가 확대되고 있는 추세임
- 따라서 본 제품은 급격히 성장하고 있는 탈모 시장에 새로운 소재로 제시될 수 있음
- 또한 커피박을 지속적으로 사용할 수 있는‘커피박 업사이클링’대중화를 목표로 하고 있음
* 제품 개선 및 경쟁력 강화를 위한 신제품 개발 필요
- 비누바 구매를 망설이는 고객들의 걱정 1순위가 비누의 보관방법과 위생이며 이러한 점을 보안하고자 타사에서는 직접 개발한 비누 받침대와 순면망도 판매하고 있음
- 이에 제품의 보관방법과 위생을 보완할 기술을 개발하여 소비자에게 신뢰성 얻어 경쟁력을 강화하고자 함","* 브랜드 네이밍 작업
- 사용자 ‘경험’ 또는 기억하기 ‘쉬운’ 브랜드 네이밍 작업을 통해 경쟁사와 차별화 강화
* 홍보 및 마케팅 활동
- 네이버 디스플레이 광고 : 네이버 쇼핑 프로모션 연계 전략적 광고 운영으로 소비자 유입과 매출을 극대화
- 쇼핑 검색 광고 : 외주 용역을 통해 자연에버리다 홈페이지 및 스마트스토어 채널 네이버 키워드 광고 및 쇼핑 검색 광고 진행
⇒ 신청기업은 22년도 쇼핑 검색 광고 용역을 수행하였으며 수행 기간 동안 온라인 쇼핑몰의 유입수와 매출이 이전 대비 약 380% 상승하였으며 유입수 증가에 따른 단골 고객(네이버 스토어찜)수가 증가하였음
* 기술 개발 (제품 개선)
- 샴푸바 순면망 및 여행용 키트 개발
· 100% 유기농 면소재로 테스트로 거쳐 가장 거품이 잘나고 튼튼한 제품으로 개발
· 여행용 키트(친환경 포장제) 제작
* 기술 개발 (신제품 개발)
- 용매추출을 통한 기능성 성분 추출, 이를 활용한 고부가가치 제품 개발
· 유용성분 최적 추출 조건 확립
· 후보물질(콩 비지 등) 추출물의 탈모 개선 효능 확인 및 제품화
⇒ 세포독성 및 테스토스테론 환원효소(5-alphareductase) 저해능 확인
⇒ 후보물질 외 식물 유래 추출물(EWG 그린등급)을 활용한 약산성(pH4~5) 헤어케어 제품 개발
- 협력기관(KIST 천연물연구소, 강릉과학산업진흥원, 동해안해양생물자원센터 등)과 협업
* 기술력 보호 노력
- 홈페이지 기술·개인정보 보안 및 관리 담당자 지정
- 특허출원으 통해 결과물(레시피, 브랜드 상표권)에 대한 지재권 확보
- 지속적인 신제품 개발·출시로 시장 선점을 통한 브랜드 가치 확립 및 향상",2023.01.01. ~ 2023.12.31.,해당사항없음,,자부담 30%,"분석비, 품질검사, 재료비, 특허출원, 브랜드 네이밍","2023년 자산 : 752,221,873원 2023년 부채 : 851,863,581","1. 매출액 : 월 매출액 (‘22.12 기준) 165,000,000원 -> (‘23.12 기준) 300,000,000원 기대
2. 지역사회 폐기물(플라스틱, 커피박 등) 처리 비용 절감
3. 지역 내 환경보전에 대한 사회 서비스 제공 (년 4회 이상 제공)
4. 일자리 창출에 기여
5. 독자적 친환경 제품 판매를 통한 기업 경쟁력 강화",,
320,고용노동부,2023,2023,사회적기업 육성(사회적기업 사업개발비 지원),농업회사법인순천만누룽지주식회사,김종훈,617213993,,"64,280,000","31,500,000","13,500,000","19,280,000","교부신청액: 45,000,000","31,500,000","13,500,000","45,000,000",0,"*바이럴 마케팅
- 온라인 물품 구매 시 타인의 취식 경험과 구매 후기에 크게 영향을 받기에 구매 후기를 활용한 마케팅이 필요
- 국내 누룽지 시장의 빠른 점유를 위해 블로그 리뷰 배포, 맘 카페, 지식인, 유튜브 댓글을
활용하여 모객을 위한 확장성 있는 마케팅이 필요
- 특정 카테고리에 관심 있는 이들이 모여 있는 유튜브, 카페 등에 물건의 정보나 후기를 퍼뜨리는 바이럴 마케팅은 단시간, 최대 노출로 소비자 유입이 빨라 매출 전환이 높음

*퍼포먼스 마케팅
- 구매자 검색 키워드, 페이지 유입 경로 등의 데이터 분석을 통해 맞춤형 광고를 제작하고 상위 포지션을 선점하여 광고를 클릭한 고객의 니즈 획득 가능
- 고객 니즈 분석을 통해 상품페이지 혹은 광고 소재의 구체적인 개선 방향을 파악할 수 있 기에 저비용으로 최대의 광고 성과를 향상할 수 있음
- 문제점 개선 후 이탈 방문자를 대상으로 리타켓팅하여 제품 매출 극대화 가능","*인스타그램 상위노출 : 설정한 검색어 검색 시 인기게시물 영역 상위 노출/잠재 소비자들의 판매 사이트 유입 유도(월 20회)
*지식인 상위노출: 네이버 ‘누룽지’ 검색 시 지식IN 영역 상위노출/지식IN을 통해 쇼핑사이트 유입 유도(월 20회)
*누룽씬서포터즈: 누룽씬 네이버 서포터즈 모집 및 진행/입소문을 공격적으로 내줄 30-40대 육아맘 섭외(200명)
*카페/커뮤니티 침투: 활성화된 카페/커뮤니티에 스토리텔링을 통한 침투 마케팅/육아 및 일상게시글 게시 및 댓글 소통하며 제품 홍보(맘카페 4개소 집중 진행)
*SNS 광고 : 고객이 가진 불편함을 해소시키는 내용, 할인 컨텐츠 제작하여 광고진행/타켓팅 설정 : 구매력을 가진 30~40대의 자녀가 있는 육아맘(월 10만명 도달)
*네이버 쇼핑 상위노출 : 네이버 쇼핑 ‘누룽지’ 키워드 상위권 유지/네이버 쇼핑 ‘누룽지’ 키워드 상위권 유지(지속 상위권 노출)
*유튜버 협찬 : 10만 구독자 이상으로 충성 팬덤 보유한 요리, 먹방 유튜버 협찬/자사몰 유입 및 향후 유튜버 영상컨텐츠 활용하여 추가 광고 집행(월 2회)",2023.05.01. ~ 2023.12.31.,해당사항없음,,별도첨부,별도첨부,별도첨부,"* 매출액
2022년 12억
2023년 17억
2024년 23억

* 고용
2022년 24명
2023년 26명
2024년 28명

*정성적 기대효과
- 매출증가에 따른 이윤을 취약계층 고용 및 사회환원을 위해 재배분
- 매출증가에 따른 이윤을 아이키우기 좋은 직장을 위한 복리후생을 위해 투자
: 유연근무제, 육아휴직, 가족돌봄휴가 확대
- 지적장애인 감독자 양성에(현재 1인 근무중) 따른 장애인 작업 시설 확충
- 제품 뒷면에 장기실종아동 사진을 게재하여 판매시마다 아동권리실천 참여
- 순천시 맛집, 숙박 등 관광정보 담은 맛지도 자체제작 하여 배송시 동봉하여 관광객 유입증가",,
321,고용노동부,2023,2023,충북형 반도체 플러스 내일채움공제사업,(재)충청북도기업진흥원,허경재,,충청북도 청주시 흥덕구 풍산로,"1,352,000,000","1,200,000,000","152,000,000",0,"교부신청액: 1,352,000,000","1,200,000,000","152,000,000","1,352,000,000",0,"반도체산업 기업의 고용 확대를 지원하고, 취업희망 구직자의 취업을 촉진함으로써, 반도체 산업 구인난 지원 및 고용 활성화를 목적으로 함.","? 사업대상
- (기 업) 청주시 소재(사업자등록증 기준) 고용보험 피보험자수 5인 이상의 반도체 중소·중견기업
- (근로자) 충청북도 내 거주자로서 청주시 소재 반도체 기업에 사업기간 내 정규직 신규입사자(유형1)
청년내일채움공제 가입 후 해당연도 내 청약만기자로 현재 근무중인 자(유형2,3)

? 사업내용 : 근로자·정부·자치단체 3자 적립을 통한 자산형성 (유형3 일시금 지급)
- (유형1) 신규입사자 : 1년 근속 시 510만원+만기이자 지급
- (유형2) 기존가입자추가납입 : 6개월간 추가 납입 225만원+만기이자 지급
- (유형3) 기존가입자 근속유지 : 청년내일채움공제 종료 후 근속유지 3개월 100만원 지급",2023.03.01. ~ 2023.12.31.,해당사항없음,,해당없음,정산 후 반납처리,해당없음,"? 반도체산업 구인난 지원 및 고용 활성화
? 반도체 기업의 고용확대, 채용지원
? 반도체 기업 근로자의 취업촉진 및 근속유지 지원",,
322,고용노동부,2023,2023,대학일자리플러스센터,대구한의대학교,변창훈,,경상북도 경산시 한의대로,"250,000,000","200,000,000",0,"50,000,000","교부신청액: 200,000,000","200,000,000",0,"200,000,000",0,"1. 대학 내 청년층 특화 고용서비스 전달체계 구축을 통한 청년층 진로 및 취업지원
2. 대학일자리플러스센터 사업을 통한 청년층의 대학에서 노동시장으로의 원활한 이행 지원","1. 대학 내 청년층 특화 고용서비스 전달체계 구축을 통한 청년층 진로 및 취업지원
2. 대학일자리플러스센터 사업을 통한 청년층의 대학에서 노동시장으로의 원활한 이행 지원",2023.03.01. ~ 2024.02.29.,해당사항없음,0,"총 사업비 연간 3억원
- 국고(고용노동부) 2억원
- 지자체(경상북도, 경산시) 5천만원(e나라도움 시스템외 별도 정산)
- 교비 대응 5천만원",이자 등 수입 금액 발생시 반납(환입),"자산 117,287,255,261 부채총액 21,009,295,555","1. 대학의 통합 진로취업지원역량 강화를 통해 교·내외 청년층 대상 공공 고용서비스 제공 기능 구축으로 청년 취업 성과 확산
2. 대학만의 차별화된 DHU-RU(Raise Up) 취업로드맵(진로·취업 선순환 프로세스)및 적재적소 일자리 매칭 시스템 구축으로 청년에게 진로상담부터 취업,
사후관리까지 특화된 원스톱 취업지원 서비스 제공하여 청년 취업률 제고
3. 정부 청년고용정책 협업 및 홍보강화로 지역과의 연계 활성화 및 지역 청년에 대한 확실한 청년고용정책 체감도 제고",,
323,고용노동부,2023,2023,대학일자리플러스센터,영산대학교,부구욱,553809161,경상남도 양산시 주남로,"600,000,000","450,000,000",0,"150,000,000","교부신청액: 450,000,000","450,000,000",0,"450,000,000",0,"대학의 진로 및 취업 관련 인프라를 총괄 조정하여 진로취업 교육 프로그램 운영, 통합상담 지원, 일자리 매칭 등을 수행하며, 지역청년고용지원서비스(구인정보, 기업정보, 교육프로그램 안내 등)를 원스톱으로 제공",#NAME?,2023.03.01. ~ 2024.02.29.,해당사항없음,"8,200",지자체보조금 및 교비대응,해당사항 없음,해당사항 없음,"대학 내 : 대학일자리플러스센터를 중심으로 교육과정, 취창업지원, 산학협력, 진로교육, 상담기능 등의 공간적 통합 또는 기능적 연계로 재학기간 전반에 걸친 종합경력개발 지원
대학 외 : 고용센터, 자치단체, 지역유관기관 등과의 연계 협업을 통한 지역청년고용거버넌스 구축 및 지역단위 공동 협력사업 발굴 추진",,
